3,0.71067,0.35533,0.56854,0.2132
2,0.76786,0.34903,0.5119,0.16288
3,0.71491,0.30208,0.59408,0.21145
2,0.70632,0.37839,0.56758,0.18919
3,0.71654,0.33071,0.57323,0.22047
1,0.76578,0.60379,0.2209,0.014727
1,0.80212,0.5469,0.23699,0.03646
3,0.69594,0.30447,0.60895,0.22836
2,0.76945,0.35602,0.50531,0.16078
2,0.75917,0.37184,0.51127,0.15493
3,0.69277,0.31889,0.61579,0.19793
2,0.76302,0.33527,0.5318,0.15029
2,0.73081,0.34744,0.56309,0.16773
1,0.79524,0.54144,0.27072,0.03384
1,0.827,0.52627,0.19547,0.030073
2,0.76987,0.35414,0.50811,0.15397
2,0.74315,0.36506,0.53455,0.16949
3,0.73122,0.31338,0.56873,0.20892
3,0.71579,0.3443,0.57988,0.18121
1,0.77867,0.59462,0.19821,0.028315
2,0.69858,0.37889,0.56834,0.21313
2,0.72635,0.38047,0.54188,0.18447
2,0.75728,0.35421,0.52521,0.15878
1,0.81121,0.55945,0.16784,0.027973
1,0.86094,0.44004,0.24872,0.057396
1,0.81803,0.51753,0.25042,0.016695
3,0.71171,0.35002,0.5717,0.21001
1,0.77577,0.60712,0.16865,0.033729
1,0.81803,0.51753,0.25042,0.016695
3,0.71718,0.3164,0.58007,0.22148
1,0.80683,0.53789,0.24063,0.042465
2,0.73446,0.37367,0.54118,0.16751
2,0.75912,0.39311,0.488,0.17622
3,0.72366,0.32163,0.58582,0.1723
2,0.76435,0.35582,0.51396,0.15814
3,0.70601,0.23839,0.63265,0.21088
1,0.80642,0.54278,0.23262,0.031016
3,0.69596,0.34278,0.59208,0.21814
3,0.71487,0.25995,0.62203,0.18568
1,0.80374,0.55071,0.22326,0.029768
3,0.70559,0.32723,0.58288,0.2352
1,0.78592,0.57018,0.23115,0.061641
3,0.73154,0.28502,0.57953,0.21851
2,0.71525,0.40531,0.53644,0.19073
3,0.70954,0.28008,0.61618,0.19606
1,0.82307,0.51442,0.24006,0.017147
2,0.7246,0.37624,0.54345,0.19509
2,0.7455,0.37275,0.52418,0.17473
2,0.73351,0.35453,0.55013,0.18338
2,0.72992,0.39103,0.53441,0.16945
1,0.82813,0.50702,0.23661,0.033801
1,0.78699,0.55745,0.26233,0.032791
1,0.81803,0.51753,0.25042,0.016695
1,0.79778,0.54249,0.25529,0.063823
1,0.78609,0.5717,0.23225,0.035731
1,0.79429,0.57365,0.19122,0.058836
1,0.82225,0.51771,0.2284,0.060907
2,0.72337,0.34196,0.5787,0.15783
3,0.67768,0.32716,0.59589,0.28042
3,0.72415,0.32534,0.56673,0.22039
2,0.75676,0.35229,0.53495,0.13048
2,0.7324,0.38547,0.53966,0.15419
1,0.82647,0.49588,0.26447,0.033059
2,0.76185,0.34011,0.53058,0.14965
1,0.80847,0.52213,0.26949,0.033686
3,0.73338,0.32949,0.54206,0.24446
1,0.80327,0.55127,0.22051,0.047251
3,0.68915,0.33943,0.58629,0.25715
3,0.72766,0.27533,0.59983,0.18683
1,0.78417,0.56635,0.24687,0.058087
3,0.69053,0.32145,0.60719,0.22621
1,0.80218,0.54549,0.24066,0.032087
2,0.7753,0.28305,0.54148,0.15998
3,0.69299,0.342,0.60299,0.198
2,0.76701,0.35063,0.51499,0.1534
3,0.69053,0.32145,0.60719,0.22621
3,0.67467,0.36998,0.58762,0.25028
2,0.75457,0.34913,0.52933,0.16893
3,0.71414,0.26647,0.61821,0.19186
3,0.71577,0.30196,0.59274,0.21249
1,0.77381,0.59733,0.20363,0.054303
2,0.7366,0.33811,0.56754,0.1449
1,0.80642,0.53151,0.25659,0.036656
3,0.71529,0.31791,0.59608,0.17882
3,0.7061,0.32589,0.59747,0.19554
1,0.78889,0.55223,0.25245,0.094667
2,0.76444,0.27125,0.55484,0.18495
3,0.69026,0.35098,0.59666,0.21059
3,0.67054,0.34211,0.6158,0.23264
2,0.74714,0.33961,0.54338,0.1766
1,0.77729,0.57916,0.24386,0.030482
2,0.77243,0.33706,0.51963,0.14044
1,0.8078,0.53853,0.23759,0.031678
2,0.73544,0.35459,0.55158,0.17073
2,0.7078,0.31851,0.60163,0.18875
2,0.75818,0.3266,0.53655,0.17496
3,0.69997,0.32387,0.58505,0.25074
3,0.69418,0.3037,0.60741,0.23862
2,0.76522,0.33391,0.5287,0.15304
2,0.76742,0.34774,0.51561,0.15588
