3,-0.046154,-0.054545,-0.33333,-0.47107,-0.35385,-0.34545,-0.49474,-0.59375,-0.46875,-0.35922,-0.57895,-0.59375,0.26154,0.21818,0.094737,-0.136,0.125,0.20388,-0.15789,-0.39062,-0.23077,-0.1068,-0.55789,-0.60938,0.50769,0.53846,0.51111,0.008,0.38462,0.47573,0.22105,-0.078125,-0.015385,-0.067961,-0.30526,-0.53125
3,0.38462,0.38182,0.28736,-0.23967,0.38462,0.30909,0.052632,-0.21875,0.375,0.32039,0.24211,-0.15625,0.56923,0.49091,0.30526,-0.04,0.3125,0.41748,-0.031579,-0.1875,0.32308,0.33981,0.052632,-0.1875,0.47692,0.46154,0.33333,-0.136,0.35385,0.24272,-0.010526,-0.21875,0.35385,0.32039,0.073684,-0.15625
1,0.2,0.52727,0.51724,0.0082645,-0.046154,0.43636,0.34737,-0.046875,-0.15625,0.45631,0.34737,0.015625,-0.23077,0.29091,0.094737,-0.008,-0.25,0.37864,0.28421,-0.03125,-0.35385,0.37864,0.28421,-0.09375,-0.23077,0.46154,0.51111,0.072,-0.35385,0.47573,0.22105,-0.078125,-0.56923,0.087379,0.052632,-0.125
1,-0.16923,0.56364,0.47126,0.041322,-0.16923,0.56364,0.51579,0.046875,-0.1875,0.6699,0.41053,0.046875,-0.13846,0.38182,0.34737,0.04,-0.28125,0.57282,0.45263,0.015625,-0.26154,0.65049,0.34737,0.015625,-0.26154,0.44231,0.53333,0.04,-0.26154,0.63107,0.45263,0.0625,-0.26154,0.53398,0.34737,0.0625
1,-0.38462,0.16364,0.1954,-0.12397,-0.38462,0.16364,0.073684,-0.10938,-0.40625,0.32039,0.26316,-0.046875,-0.44615,0.10909,0.073684,-0.072,-0.46875,0.18447,0.073684,-0.15625,-0.44615,0.18447,0.15789,-0.15625,-0.44615,0.038462,-0.11111,-0.248,-0.44615,0.048544,-0.15789,-0.26562,-0.56923,0.12621,-0.073684,-0.26562
1,0.32308,0.49091,0.35632,-0.024793,0.2,0.49091,0.30526,-0.015625,0.0625,0.41748,0.30526,-0.015625,-0.015385,0.23636,0.26316,-0.024,-0.15625,0.39806,0.34737,0.015625,-0.26154,0.32039,0.26316,-0.046875,-0.26154,0.34615,0.22222,-0.072,-0.35385,0.35922,0.26316,-0.046875,-0.35385,0.45631,0.34737,-0.046875
2,-0.38462,-0.61818,-0.14943,-0.057851,-0.6,-0.81818,0.26316,0.35938,-0.8125,-0.94175,0.55789,0.76562,-0.75385,-0.81818,0.15789,0.376,-0.9375,-0.96117,0.34737,0.5625,-0.90769,-0.96117,0.45263,0.67188,-0.66154,-0.63462,0.15556,0.168,-0.84615,-0.92233,0.28421,0.42188,-0.84615,-0.92233,0.36842,0.48438
4,0.10769,0.090909,-0.08046,-0.30579,-0.015385,-0.054545,-0.26316,-0.40625,-0.28125,-0.067961,-0.34737,-0.40625,0.076923,0.25455,0.13684,-0.04,-0.0625,0.16505,-0.11579,-0.23438,-0.046154,0.0097087,-0.28421,-0.35938,-0.13846,0.30769,0.22222,-0.088,-0.015385,0.18447,-0.010526,-0.15625,-0.13846,0.1068,-0.094737,-0.32812
1,-0.6,-0.16364,-0.08046,-0.23967,-0.6,-0.29091,-0.24211,-0.32812,-0.625,-0.24272,-0.32632,-0.39062,-0.44615,-0.12727,-0.32632,-0.296,-0.59375,-0.14563,-0.41053,-0.3125,-0.56923,-0.14563,-0.32632,-0.3125,-0.35385,0.038462,-0.022222,-0.248,-0.44615,-0.1068,-0.15789,-0.26562,-0.56923,-0.1068,-0.15789,-0.26562
7,0.13846,0.054545,-0.24138,-0.35537,-0.10769,0.054545,-0.24211,-0.39062,0,0.12621,-0.24211,-0.32812,-0.015385,0.018182,-0.22105,-0.344,-0.03125,0.087379,-0.13684,-0.29688,0.13846,0.16505,-0.13684,-0.35938,0.23077,0.15385,-0.13333,-0.328,0.10769,0.16505,-0.17895,-0.34375,0.10769,0.087379,-0.17895,-0.40625
5,-0.13846,-0.27273,-0.26437,-0.33884,-0.44615,-0.47273,-0.32632,-0.3125,-0.46875,-0.49515,-0.26316,-0.26562,-0.10769,-0.090909,-0.15789,-0.248,-0.375,-0.37864,-0.24211,-0.32812,-0.44615,-0.51456,-0.15789,-0.26562,-0.015385,0,-0.17778,-0.28,-0.015385,-0.14563,-0.22105,-0.29688,-0.35385,-0.33981,-0.22105,-0.29688
7,0.076923,0.018182,-0.28736,-0.38843,0.076923,-0.054545,-0.36842,-0.42188,-0.0625,-0.067961,-0.45263,-0.46875,-0.015385,-0.090909,-0.32632,-0.44,-0.03125,-0.029126,-0.32632,-0.45312,-0.13846,-0.029126,-0.38947,-0.45312,-0.13846,-0.15385,-0.46667,-0.424,-0.046154,0.0097087,-0.32632,-0.48438,0.2,0.1068,-0.17895,-0.3125
7,0.13846,0.054545,-0.14943,-0.35537,0.13846,-0.090909,-0.15789,-0.39062,0,-0.029126,-0.41053,-0.5,-0.10769,-0.12727,-0.38947,-0.392,-0.03125,-0.067961,-0.38947,-0.46875,-0.015385,0.0097087,-0.38947,-0.46875,-0.015385,-0.076923,-0.46667,-0.472,-0.13846,-0.12621,-0.57895,-0.54688,-0.13846,-0.12621,-0.49474,-0.54688
3,0.38462,0.30909,0.17241,-0.23967,0.23077,0.23636,0.052632,-0.21875,0.21875,0.39806,0.052632,-0.15625,0.32308,0.25455,0.13684,-0.216,0.3125,0.33981,0.052632,-0.1875,0.44615,0.33981,0.13684,-0.1875,0.35385,0.38462,0.22222,-0.2,0.35385,0.32039,0.073684,-0.21875,0.23077,0.39806,-0.010526,-0.21875
7,-0.13846,-0.12727,-0.42529,-0.58678,-0.26154,-0.34545,-0.49474,-0.54688,-0.15625,-0.14563,-0.49474,-0.4375,-0.23077,-0.16364,-0.49474,-0.488,-0.25,-0.18447,-0.55789,-0.5,-0.10769,-0.1068,-0.32632,-0.4375,-0.015385,0,-0.35556,-0.392,-0.10769,0.087379,-0.30526,-0.40625,-0.015385,0.0097087,-0.22105,-0.35938
3,0.66154,0.43636,0.4023,-0.10744,0.66154,0.43636,0.34737,-0.046875,0.65625,0.63107,0.45263,0.015625,0.50769,0.36364,0.28421,-0.136,0.5,0.63107,0.28421,-0.03125,0.63077,0.70874,0.36842,-0.03125,0.50769,0.46154,0.2,-0.104,0.50769,0.47573,0.32632,-0.125,0.50769,0.5534,0.22105,-0.078125
2,-0.87692,-0.90909,0.95402,0.83471,-0.78462,-0.90909,0.85263,0.79688,-0.8125,-0.90291,0.85263,0.79688,-0.90769,-0.87273,0.68421,0.808,-0.8125,-0.90291,0.68421,0.76562,-0.78462,-0.90291,0.78947,0.76562,-0.84615,-0.86538,0.64444,0.824,-0.84615,-0.86408,0.66316,0.78125,-0.84615,-0.92233,0.55789,0.78125
7,-0.26154,-0.12727,-0.51724,-0.52066,-0.26154,-0.2,-0.49474,-0.54688,-0.28125,-0.14563,-0.41053,-0.48438,-0.23077,-0.16364,-0.49474,-0.552,-0.25,-0.1068,-0.49474,-0.5625,-0.23077,-0.1068,-0.41053,-0.5,-0.10769,-0.076923,-0.44444,-0.52,-0.23077,-0.067961,-0.38947,-0.53125,-0.23077,0.0097087,-0.30526,-0.46875
4,-0.13846,0.036364,0.011494,-0.22314,-0.13846,0.036364,-0.094737,-0.26562,-0.15625,0.1068,-0.17895,-0.3125,-0.23077,0.12727,0.094737,-0.2,-0.25,0.048544,-0.24211,-0.32812,-0.10769,0.048544,-0.24211,-0.39062,-0.015385,0.076923,-0.088889,-0.28,-0.015385,0.087379,-0.22105,-0.35938,0.13846,0.16505,-0.13684,-0.23438
5,0.23077,0.090909,-0.08046,-0.30579,-0.015385,-0.054545,-0.17895,-0.28125,-0.15625,-0.067961,-0.17895,-0.40625,0.32308,0.16364,-0.031579,-0.216,-0.1875,-0.14563,-0.2,-0.29688,-0.47692,-0.49515,-0.36842,-0.42188,0.35385,0.23077,0.13333,-0.2,-0.015385,-0.30097,-0.24211,-0.28125,-0.38462,-0.47573,-0.32632,-0.28125
1,-0.10769,0.45455,0.58621,0.041322,-0.015385,0.54545,0.51579,0.15625,-0.125,0.65049,0.51579,-0.015625,-0.13846,0.45455,0.53684,0.072,-0.15625,0.63107,0.53684,0.046875,-0.015385,0.63107,0.64211,0.10938,-0.26154,0.40385,0.28889,0.072,-0.16923,0.41748,0.41053,-0.015625,-0.16923,0.49515,0.51579,0.15625
1,-0.13846,0.54545,0.63218,0.12397,-0.13846,0.54545,0.55789,0.078125,-0.15625,0.65049,0.68421,0.125,-0.046154,0.6,0.66316,0.152,-0.0625,0.63107,0.45263,0.125,-0.13846,0.63107,0.45263,0.015625,-0.10769,0.69231,0.55556,0.168,-0.10769,0.70874,0.47368,0.078125,-0.10769,0.63107,0.47368,0.078125
1,-0.66154,-0.2,-0.21839,-0.32231,-0.66154,-0.12727,-0.13684,-0.29688,-0.59375,-0.067961,-0.22105,-0.23438,-0.63077,-0.18182,-0.26316,-0.264,-0.75,-0.12621,-0.17895,-0.28125,-0.63077,0.087379,-0.094737,-0.28125,-0.69231,-0.15385,-0.066667,-0.28,-0.69231,-0.14563,-0.28421,-0.23438,-0.69231,-0.14563,-0.2,-0.29688
3,0.38462,0.45455,0.37931,-0.090909,0.38462,0.54545,0.32632,-0.078125,0.5,0.5534,0.32632,-0.078125,0.38462,0.52727,0.32632,0.008,0.375,0.63107,0.43158,-0.015625,0.66154,0.63107,0.32632,-0.015625,0.72308,0.65385,0.48889,0.008,0.72308,0.76699,0.41053,0.046875,0.72308,0.76699,0.51579,0.046875
3,0.63077,0.47273,0.31034,-0.057851,0.63077,0.47273,0.26316,-0.046875,0.46875,0.57282,0.26316,-0.10938,0.53846,0.43636,0.26316,-0.072,0.53125,0.53398,0.34737,-0.046875,0.53846,0.45631,0.34737,-0.046875,0.50769,0.69231,0.44444,-0.008,0.63077,0.70874,0.47368,0.015625,0.50769,0.63107,0.28421,-0.03125
7,0.076923,-0.054545,-0.17241,-0.33884,0.2,0.18182,-0.010526,-0.09375,0.1875,0.35922,0.073684,-0.15625,0.13846,0.054545,0.010526,-0.2,0.125,0.12621,0.010526,-0.21875,0.26154,0.30097,0.094737,-0.15625,0.13846,0.076923,0.022222,-0.216,0.13846,0.087379,-0.13684,-0.23438,0.26154,0.32039,0.052632,-0.1875
5,-0.47692,-0.47273,-0.1954,-0.32231,-0.47692,-0.52727,-0.28421,-0.29688,-0.5,-0.49515,-0.28421,-0.23438,-0.69231,-0.50909,-0.24211,-0.264,-0.625,-0.47573,-0.38947,-0.28125,-0.6,-0.53398,-0.32632,-0.28125,-0.66154,-0.5,-0.37778,-0.36,-0.56923,-0.49515,-0.49474,-0.375,-0.66154,-0.49515,-0.41053,-0.4375
3,0.38462,0.36364,0.21839,-0.23967,0.38462,0.21818,0.094737,-0.21875,0.375,0.37864,0.010526,-0.21875,0.38462,0.30909,0.052632,-0.168,0.5,0.39806,0.13684,-0.125,0.38462,0.39806,0.052632,-0.1875,0.50769,0.38462,0.31111,-0.136,0.38462,0.39806,0.052632,-0.21875,0.38462,0.47573,0.13684,-0.15625
1,-0.47692,0.018182,0.08046,-0.2562,-0.38462,0.090909,-0.031579,-0.1875,-0.1875,0.41748,0.22105,-0.0625,-0.6,0.036364,-0.010526,-0.136,-0.5,0.048544,-0.010526,-0.21875,-0.38462,0.1068,-0.094737,-0.21875,-0.44615,-0.076923,0.044444,-0.248,-0.44615,0.0097087,-0.094737,-0.20312,-0.35385,0.1068,-0.094737,-0.20312
7,-0.13846,-0.16364,-0.4023,-0.60331,-0.26154,-0.16364,-0.53684,-0.5625,-0.15625,-0.1068,-0.38947,-0.51562,-0.26154,-0.2,-0.49474,-0.536,-0.28125,-0.14563,-0.49474,-0.54688,-0.26154,-0.14563,-0.49474,-0.54688,-0.10769,-0.19231,-0.46667,-0.552,-0.23077,-0.1068,-0.49474,-0.60938,-0.23077,-0.1068,-0.41053,-0.5625
4,0.26154,0.38182,-0.011494,-0.20661,0.38462,0.23636,0.052632,-0.23438,0.375,0.32039,0.052632,-0.23438,0.38462,0.30909,0.052632,-0.2,0.375,0.32039,0.13684,-0.21875,0.23077,0.32039,-0.031579,-0.21875,0.32308,0.32692,0.2,-0.216,0.2,0.33981,0.13684,-0.23438,0.32308,0.33981,0.052632,-0.1875
3,0.63077,0.43636,0.21839,-0.10744,0.50769,0.43636,0.36842,-0.09375,0.5,0.53398,0.17895,-0.09375,0.38462,0.38182,0.13684,-0.168,0.375,0.47573,0.13684,-0.1875,0.50769,0.47573,0.13684,-0.1875,0.50769,0.46154,0.2,-0.2,0.23077,0.32039,0.052632,-0.21875,0.23077,0.47573,0.052632,-0.21875
1,-0.10769,0.52727,0.42529,0.07438,-0.10769,0.52727,0.36842,0.078125,-0.25,0.63107,0.57895,0.14062,-0.015385,0.45455,0.43158,0.072,-0.03125,0.65049,0.51579,0.046875,-0.10769,0.65049,0.51579,0.09375,-0.015385,0.61538,0.62222,0.136,-0.015385,0.5534,0.53684,0.10938,-0.015385,0.63107,0.53684,0.10938
5,-0.16923,-0.12727,-0.28736,-0.50413,-0.16923,-0.12727,-0.28421,-0.46875,-0.28125,-0.14563,-0.2,-0.35938,-0.26154,-0.29091,-0.094737,-0.2,-0.28125,-0.30097,-0.094737,-0.15625,-0.38462,-0.35922,-0.15789,-0.15625,-0.35385,-0.36538,-0.044444,-0.136,-0.35385,-0.35922,-0.094737,-0.09375,-0.44615,-0.43689,-0.094737,-0.046875
3,0.50769,0.38182,0.17241,-0.10744,0.50769,0.38182,0.24211,-0.15625,0.5,0.47573,0.24211,-0.15625,0.56923,0.4,0.22105,-0.104,0.5625,0.41748,0.052632,-0.1875,0.44615,0.41748,0.22105,-0.1875,0.47692,0.38462,0.22222,-0.136,0.35385,0.39806,0.073684,-0.15625,0.35385,0.32039,-0.010526,-0.21875
7,-0.13846,-0.25455,-0.6092,-0.65289,-0.13846,-0.18182,-0.49474,-0.60938,-0.15625,-0.12621,-0.49474,-0.60938,-0.26154,-0.2,-0.51579,-0.584,-0.28125,-0.14563,-0.51579,-0.59375,-0.16923,-0.067961,-0.51579,-0.53125,-0.13846,-0.11538,-0.44444,-0.552,-0.13846,0.048544,-0.32632,-0.51562,-0.13846,0.048544,-0.32632,-0.45312
2,-0.47692,-0.2,0.17241,-0.07438,-0.38462,0.090909,0.052632,-0.1875,-0.1875,0.24272,0.30526,-0.0625,-0.78462,-0.87273,0.26316,0.52,-0.71875,-0.53398,0.073684,0.125,-0.47692,-0.1068,-0.010526,-0.21875,-0.84615,-0.96154,0.42222,0.712,-0.84615,-0.96117,0.34737,0.625,-0.75385,-0.80583,0.34737,0.45312
5,-0.47692,-0.56364,-0.49425,-0.42149,-0.6,-0.56364,-0.38947,-0.39062,-0.5,-0.59223,-0.53684,-0.51562,-0.56923,-0.52727,-0.49474,-0.424,-0.59375,-0.49515,-0.49474,-0.375,-0.44615,-0.49515,-0.41053,-0.4375,-0.44615,-0.46154,-0.28889,-0.376,-0.56923,-0.63107,-0.15789,-0.15625,-0.84615,-0.80583,-0.073684,0.078125
7,0.13846,0.018182,-0.011494,-0.2562,0.13846,0.018182,-0.13684,-0.23438,0.25,0.32039,0.052632,-0.1875,0.10769,-0.054545,-0.031579,-0.2,0.09375,0.087379,-0.031579,-0.21875,0.50769,0.32039,0.24211,-0.09375,0.076923,0,-0.15556,-0.28,0.076923,0.087379,-0.2,-0.23438,0.2,0.24272,0.052632,-0.1875
1,0.2,0.6,0.4023,0.057851,0.2,0.52727,0.45263,0.015625,-0.0625,0.53398,0.34737,-0.046875,0.015385,0.36364,0.17895,-0.008,-0.25,0.37864,0.094737,-0.03125,-0.23077,0.37864,0.28421,-0.03125,-0.23077,0.38462,0.28889,0.008,-0.23077,0.47573,0.43158,0.046875,-0.35385,0.47573,0.22105,-0.078125
1,0.13846,0.43636,0.42529,0.0082645,0.13846,0.36364,0.28421,0.078125,0.25,0.63107,0.57895,0.14062,0.26154,0.45455,0.51579,0.072,0.125,0.5534,0.43158,0.046875,0.38462,0.72816,0.64211,0.15625,0.38462,0.46154,0.51111,0.072,-0.015385,0.0097087,0.24211,-0.015625,0.23077,0.47573,0.53684,0.10938
4,0.23077,0.090909,-0.08046,-0.3719,0.23077,0.090909,-0.094737,-0.40625,0.09375,0.16505,-0.031579,-0.34375,0.2,0.090909,-0.28421,-0.344,0.0625,0.16505,-0.2,-0.42188,0.076923,0.16505,-0.11579,-0.35938,0.23077,0.23077,-0.044444,-0.312,0.10769,0.24272,-0.094737,-0.39062,0.23077,0.18447,-0.094737,-0.39062
3,0.38462,0.30909,0.08046,-0.23967,0.23077,0.30909,0.13684,-0.21875,0.375,0.32039,0.13684,-0.21875,0.44615,0.49091,0.13684,-0.104,0.3125,0.41748,0.13684,-0.1875,0.32308,0.41748,0.052632,-0.1875,0.63077,0.55769,0.42222,-0.024,0.47692,0.47573,0.15789,-0.15625,0.35385,0.39806,0.073684,-0.21875
3,0.38462,0.30909,0.17241,-0.23967,0.38462,0.30909,0.13684,-0.21875,0.375,0.47573,0.13684,-0.21875,0.72308,0.74545,0.62105,0.136,0.3125,0.41748,0.22105,-0.125,0.32308,0.41748,0.22105,-0.1875,0.75385,0.92308,0.77778,0.216,0.63077,0.57282,0.34737,-0.10938,0.35385,0.47573,0.15789,-0.15625
7,-0.015385,0.018182,-0.12644,-0.32231,0.13846,0.090909,-0.13684,-0.35938,0.125,0.087379,-0.22105,-0.40625,0.10769,0.090909,-0.17895,-0.328,0.09375,0.087379,-0.17895,-0.40625,0.10769,0.087379,-0.26316,-0.40625,-0.046154,0,-0.24444,-0.408,0.076923,0.16505,-0.11579,-0.29688,0.076923,0.087379,-0.28421,-0.42188
3,0.38462,0.30909,0.26437,-0.1405,0.50769,0.38182,0.32632,-0.125,0.5,0.5534,0.32632,-0.125,0.50769,0.38182,0.052632,-0.136,0.5,0.47573,0.24211,-0.15625,0.50769,0.47573,0.32632,-0.15625,0.32308,0.40385,0.2,-0.216,0.44615,0.41748,-0.031579,-0.1875,0.32308,0.41748,0.13684,-0.1875
7,-0.26154,-0.34545,-0.70115,-0.68595,-0.38462,-0.34545,-0.66316,-0.64062,-0.40625,-0.30097,-0.66316,-0.59375,-0.26154,-0.29091,-0.74737,-0.552,-0.28125,-0.30097,-0.68421,-0.625,-0.26154,-0.24272,-0.62105,-0.625,-0.046154,-0.15385,-0.37778,-0.472,-0.26154,-0.2233,-0.57895,-0.54688,-0.26154,-0.067961,-0.49474,-0.48438
5,0.2,0.16364,-0.10345,-0.32231,-0.16923,-0.27273,-0.66316,-0.8125,-0.625,-0.57282,-0.87368,-0.9375,0.10769,0.16364,-0.010526,-0.376,-0.28125,-0.24272,-0.62105,-0.92188,-0.6,-0.53398,-0.74737,-0.79688,0.2,0.17308,-0.13333,-0.36,-0.35385,-0.30097,-0.64211,-0.8125,-0.66154,-0.63107,-0.72632,-0.76562
3,0.2,0.16364,0.08046,-0.20661,0.44615,0.4,0.30526,-0.015625,0.4375,0.41748,0.22105,-0.015625,0.47692,0.38182,0.34737,-0.024,0.625,0.57282,0.34737,0.078125,0.47692,0.65049,0.34737,0.015625,0.53846,0.51923,0.42222,0.04,0.41538,0.53398,0.34737,0.015625,0.2,0.45631,0.45263,-0.046875
4,0.38462,0.45455,0.37931,-0.1405,0.38462,0.45455,0.32632,-0.125,0.5,0.47573,0.22105,-0.125,0.50769,0.45455,0.32632,-0.072,0.375,0.5534,0.32632,-0.09375,0.50769,0.5534,0.24211,-0.09375,0.56923,0.65385,0.6,0.008,0.56923,0.59223,0.30526,-0.0625,0.32308,0.41748,0.052632,-0.1875
2,-0.93846,-0.90909,0.28736,0.30579,-0.84615,-0.90909,0.24211,0.29688,-0.75,-0.80583,0.13684,0.10938,-0.87692,-0.90909,0.052632,0.184,-1,-0.90291,0.052632,0.21875,-0.87692,-0.96117,0.13684,0.21875,-0.90769,-0.94231,0.22222,0.392,-0.90769,-0.90291,0.15789,0.25,-0.90769,-0.94175,0.073684,0.25
7,-0.015385,-0.054545,-0.08046,-0.30579,0.38462,0.30909,0.24211,-0.15625,0.21875,0.24272,0.13684,-0.28125,-0.26154,-0.4,-0.36842,-0.52,0.1875,0.087379,0.052632,-0.23438,0.32308,0.33981,0.13684,-0.125,-0.26154,-0.17308,-0.2,-0.312,0.23077,0.24272,0.073684,-0.15625,0.35385,0.24272,0.073684,-0.15625
